slang,formal,unsure
lbh,lebih,0
ngelantur,melantur,0
yg,yang,0
bosen,bosan,0
ngoceh,mengoceh,0
ngentut,mengentut,0
cepat2,cepat-cepat,0
yg,yang,0
yg,yang,0
nganu,anu,1
Maap,maaf,0
gw,gue,0
ngira,mengira,0
ama,sama,0
nurut,menurut,0
loe,lo,0
muter2,memutar-mutar,0
tdk,tidak,0
muter2,memutar-mutar,0
yg,yang,0
g,enggak,0
nyambuuung,menyambung,0
sampe,sampai,0
denger,mendengar,0
Ngomong,mengomong,0
ngak,enggak,0
nyambung,menyambung,0
ngomongnya,mengomongnya,0
ngarang,mengarang,0
nyambuuung,menyambung,0
yg,yang,0
udah,sudah,0
macam2,macam-macam,0
jk,jika,0
utk,untuk,0
tdk,tidak,0
ngatur,mengatur,0
bg,bang,0
sdh,sudah,0
sbg,sebagai,0
narsum,narasumber,0
tau,tahu,0
gimana,bagaimana,0
nggak,enggak,0
komentar2,komentar-komentar,0
yg,yang,0
jelasin,menjelaskan,0
dngn,dengan,0
dijelasin,dijelaskan,0
dg,dengan,0
dgn,dengan,0
yg,yang,0
spt,seperti,0
dlm,dalam,0
yg,yang,0
tdk,tidak,0
scr,secara,0
dlm,dalam,0
tdk,tidak,0
mirip2,mirip-mirip,0
tp,tapi,0
adl,adalah,0
yg,yang,0
krn,karena,0
yg,yang,0
ecek2,ecek-ecek,0
gk,enggak,0
jd,jadi,0
mlejit,melejit,0
jd,jadi,0
klihatan,kelihatan,0
kpalanya,kepalanya,0
Lg,lagi,0
gw,gue,0
liat,lihat,0
gak,enggak,0
yg,yang,0
ditengah2,ditengah-tengah,1
bengong2,bengong-bengong,0
dikuliahin,dikuliahi,0
yg,yang,0
hebat2,hebat-hebat,0
ngapain,mengapai,0
Ngomongnya,mengomongnya,0
yg,yang,0
blm,belum,0
tdr,tidur,0
ditengah2,ditengah-tengah,1
gk,enggak,0
gak,enggak,0
boro2,boro-boro,0
mao,mau,0
ngomong,mengomong,0
gak,enggak,0
dateng,datang,0
dapetin,mendapatkan,0
skrg,sekarang,0
ulama2,ulama-ulama,0
ngasih,mengasih,0
tau,tahu,0
Akhirna,akhirnya,0
bsa,bisa,0
tdur,tidur,0
pulez,pules,0
tp,tapi,0
ga,enggak,0
ngiler,mengiler,0
ga,enggak,0
kya,kayak,0
ngomong,mengomong,0
aja,saja,0
sampe,sampai,0
bnjir,banjir,0
Eneg,enek,0
liat,lihat,0
adlh,adalah,0
karna,karena,0
ngomongin,mengomongkan,0
gw,gue,0
tangkep,tangkap,0
bejad,bejat,0
Bener2,benar-benar,0
Akun2,akun-akun,0
Klo,kalau,0
tdk,tidak,0
y,ya,0
dengarin,mendengarkan,0
mikirin,memikirkan,0
emang,memang,0
gitu,begitu,0
gak,enggak,0
malem,malam,0
mao,mau,0
abis2,habis-habis,0
yg,yang,0
ngomongnya,mengomongnya,0
ngulur2,mengulur,0
gk,enggak,0
Jgn,jangan,0
gk,enggak,0
yg,yang,0
krn,karena,0
ga,enggak,0
bs,bisa,0
nanya,menanya,0
yg,yang,0
tdk,tidak,0
pake,pakai,0
ngapa,mengapa,0
yg,yang,0
yg,yang,0
emg,memang,0
nyebar,menyebar,0
Ngomong,mengomong,0
ngelantur,melantur,0
Gereja2,gereja-gereja,0
masjid2,masjid-masjid,0
dpt,dapat,0
cantik2,cantik-cantik,0
ngeyel,mengeyel,0
Sangkin,saking,0
hdp,hidup,0
ga,enggak,0
abis2,habis-habis,0
ktawa,ketawa,0
trus,terus,0
kya,kayak,0
hbis,habis,0
nonton,menonton,0
bkn,bukan,0
dgn,dengan,0
penjelasanny,penjelasannya,0
yg,yang,0
gwa,gua,0
dengerin,mendengarkan,0
ngoceh,mengoceh,0
drpd,daripada,0
dgr,dengar,0
ngoceh,mengoceh,0
jgn,jangan,0
udh,sudah,0
sebut2,sebut-sebut,0
ttg,tentang,0
utk,untuk,0
kenceng,kencang,0
yg,yang,0
ngambang,mengambang,0
unt,untuk,0
Ust,ustaz,0
nylekit,nyelekit,0
ngoceh,mengoceh,0
ngaco,mengacau,0
dpt,dapat,0
yg,yang,0
ngaco,mengacau,0
dr,dari,0
dpt,dapat,0
guling2,guling-guling,0
yg,yang,0
Manteeep,mantap,0
Kalo,kalau,0
aja,saja,0
gak,enggak,0
lg,lagi,0
Mlm,malam,0
dgn,dengan,0
dgn,dengan,0
utk,untuk,0
yg,yang,0
yg,yang,0
gak,enggak,0
ngerti,mengerti,0
dgn,dengan,0
ngarang,mengarang,0
gimana,bagaimana,0
kyk,kayak,0
denger,dengar,0
trus,terus,0
yg,yang,0
org,orang,0
smpe,sampai,0
kesel,kesal,0
sndiri,sendiri,0
diam2,diam-diam,0
dgn,dengan,0
Menggebu2,menggebu-gebu,0
kenceng,kencang,0
Sutradarax,sutradaranya,0
aktorx,aktornya,0
Lg,lagi,0
Siap,siap-siap,0
utk,untuk,0
org,orang,0
rmh,rumah,0
aktorx,aktornya,0
sering2,sering-sering,0
ngobrolin,mengobrolkan,0
w,gue,0
cariin,carikan,0
gak,enggak,0
muluk2,muluk-muluk,0
jatoh,jatuh,0
ni,ini,0
yaaa,ya,0
Hati2,hati-hati,0
semuaaa,semua,0
smpe,sampai,0
thn,tahun,0
Byk,banyak,0
ngetawain,mentertawakan,0
ojek2,ojek-ojek,0
tu,itu,0
gak,enggak,0
yg,yang,0
trus,terus,0
jgn,jangan,0
tu,itu,0
dgn,dengan,0
jg,juga,0
dgn,dengan,0
Gak,enggak,0
ngurusi,mengurusi,0
yg,yang,0
yg,yang,0
bs,bisa,0
nntn,menonton,0
nntn,menonton,0
sm,sama,0
bgus,bagus,0
udah,sudah,0
udah,sudah,0
gak,enggak,0
utk,untuk,0
kenderaan,kendaraan,0
swkali,sekali,0
ga,enggak,0
knapa,kenapa,0
ngelucu,melucu,0
kaliii,kali,0
ni,ini,0
Berkali2,berkali-kali,0
kenderaan,kendaraan,0
sdh,sudah,0
utk,untuk,0
yg,yang,0
PENGEN,pengin,0
tdk,tidak,0
dpt,dapat,0
Bertahun2,bertahun-tahun,0
dh,sudah,0
tu,itu,0
hati2,hati-hati,0
bobo,bobok,0
gk,enggak,0
ngga,enggak,0
trus,terus,0
ngga,enggak,0
yg,yang,0
th,tahun,0
yg,yang,0
trus,terus,0
sampe,sampai,0
dr,dari,0
ngapain,mengapai,0
aja,saja,0
dg,dengan,0
yg,yang,0
org,orang,0
maap,maaf,0
tau,tahu,0
setannnn,setan,0
org,orang,0
aja,saja,0
kalo,kalau,0
belom,belum,0
Lahh,lah,0
pala,kepala,0
elo,lo,0
elo,lo,0
tau,tahu,0
kalo,kalau,0
udah,sudah,0
ngalir,mengalir,0
yg,yang,0
milih,memilih,0
liat,lihat,0
W,gue,0
kalo,kalau,0
kaya,kayak,0
maceeeet,macet,0
nonton,menonton,0
masak2,masak-masak,0
makan2,makan-makan,0
ngajar,mengajar,0
trus,terus,0
klo,kalau,0
ttg,tentang,0
trmsk,termasuk,0
bertahun2,bertahun-tahun,0
liat,lihat,0
orngnya,orangnya,0
KALO,kalau,0
LIAT,lihat,0
nihh,nih,0
pengen,pengin,0
tp,tapi,0
ga,enggak,0
abis2an,habis-habisan,0
ttg,tentang,0
yg,yang,0
dr,dari,0
hrsnya,harusnya,0
nengok,menengok,0
Kl,kalau,0
nengok,menengok,0
tkt,takut,0
nanggepin,menanggapi,0
mcm,macam,0
Klw,kalau,0
utk,untuk,0
gak,enggak,0
emg,memang,0
MenurutQ,menurutku,0
slh,salah,0
yg,yang,0
tp,tapi,0
Ngeyel,mengeyel,0
udh,sudah,0
hati2,hati-hati,0
yg,yang,0
lg,lagi,0
yg,yang,0
orang2,orang-orang,0
sante2,santai-santai,0
nginep,menginap,0
Beneeer,benar,0
adlh,adalah,0
dr,dari,0
dlm,dalam,0
tgh,tengah,0
tp,tapi,0
trs,terus,0
ato,atau,0
tp,tapi,0
tetep,tetap,0
pd,pada,0
ngungsi,mengungsi,0
Tdnya,tadinya,0
udah,sudah,0
diniatin,diniatkan,0
ujan,hujan,0
trs,terus,0
males,malas,0
org,orang,0
Asyiik,asyik,0
nga,enggak,0
ngeliatin,melihati,0
kesian,kasihan,0
pulak,pula,0
Tetep,tetap,0
bs,bisa,0
msh,masih,0
brp,berapa,0
yg,yang,0
milih,memilih,0
utk,untuk,0
aja,saja,0
ga,enggak,0
pake,pakai,0
sdh,sudah,0
ga,enggak,0
bgt,banget,0
urusin,mengurusi,0
d,di,0
ga,enggak,0
pake,pakai,0
natap,menatap,0
trus,terus,0
natap,menatap,0
trus,terus,0
natap,menatap,0
udah,sudah,0
bacaaa,baca,0
aja,saja,0
gak,enggak,0
nikmati,menikmati,0
bkn,bukan,0
dy,dia,0
krn,karena,0
yg,yang,0
dpn,depan,0
dpn,depan,0
psr,pasar,0
jd,jadi,0
aja,saja,0
yg,yang,0
jd,jadi,0
pinter,pintar,0
cranya,caranya,0
Lg,lagi,0
pake,pakai,0
temen,teman,0
ujan,hujan,0
puuuaaanaasssss,panas,0
bangggeeeett,banget,0
pengen,pengin,0
tu,itu,0
ngelucu,melucu,0
yg,yang,0
dgn,dengan,0
gak,enggak,0
yg,yang,0
trus,terus,0
jgn,jangan,0
nginep,menginap,0
trs,terus,0
isengin,mengisengi,0
dr,dari,0
dpn,depan,0
bsa,bisa,0
trus,terus,0
dr,dari,0
dlm,dalam,0
yg,yang,0
bsk,besok,0
nonton,menonton,0
lg,lagi,0
org,orang,0
yg,yang,0
blm,belum,0
nonton,menonton,0
dgn,dengan,0
temenin,menemani,0
ngetem,mengetem,0
yg,yang,0
apa2,apa-apa,0
udah,sudah,0
liat,lihat,0
pcy,percaya,0
ni,ini,0
gak,enggak,0
udah,sudah,0
tau,tahu,0
msh,masih,0
aja,saja,0
ngebut,mengebut,0
yg,yang,0
pd,pada,0
jalanin,menjalankan,0
idup,hidup,0
ga,enggak,0
ga,enggak,0
aja,saja,0
ngalir,mengalir,0
emang,memang,0
lg,lagi,0
Dikerjain,dikerjakan,0
aja,saja,0
kalao,kalau,0
sm,sama,0
org,orang,0
bLon,bloon,0
sm,sama,0
krn,karena,0
org,orang,0
yg,yang,0
keabisan,kehabisan,0
pulank,pulang,0
ak,aku,0
nggak,enggak,0
ngetawain,menertawakan,0
ngetawain,menertawakan,0
dosa2mu,dosa-dosamu,0
Nggak,enggak,0
kmu,kamu,0
Waduuuhh,waduh,0
apa2,apa-apa,0
udah,sudah,0
liat,lihat,0
pcy,percaya,0
ud,sudah,0
ngebatin,membatin,0
Ga,enggak,0
lg,lagi,0
dr,dari,0
diksh,dikasih,0
mcm,macam,0
gado2,gado-gado,0
aamvun,ampun,0
lg,lagi,0
qt,kita,0
bawak,bawa,0
ga,enggak,0
msh,masih,0
gak,enggak,0
lama2,lama-lama,0
yg,yang,0
dr,dari,0
krn,karena,0
ga,enggak,0
bener,benar,0
ngurus,mengurus,0
ngatasin,mengatasi,0
ga,enggak,0
emang,memang,0
ga,enggak,0
ngapa2in,mengapa-apai,0
dlm,dalam,0
sampe,sampai,0
dalem,dalam,0
pake,pakai,0
Disamperin,disamperi,0
banyakin,membanyaki,0
temen,teman,0
macem,macam,0
Kalo,kalau,0
Masak,masa,0
mnyerah,menyerah,0
sblm,sebelum,0
yg,yang,0
org,orang,0
maap,maaf,0
kaya,kayak,0
nonton,menonton,0
aja,saja,0
Hollaaaa,halo,0
deres,deras,0
hati,hati-hati,0
bawak,bawa,0
gila2,gila-gila,0
uda,sudah,0
yg,yang,0
imut,imut-imut,0
luh,lu,0
nggak,enggak,0
aja,saja,0
Blm,belum,0
emang,memang,0
bru,baru,0
mikiran,memikirkan,0
dgn,dengan,0
sdh,sudah,0
Kluar,keluar,0
hrsnya,harusnya,0
udah,sudah,0
kl,kalau,0
bisa2,bisa-bisa,0
lgi,lagi,0
ni,ini,0
lsg,langsung,0
susahh,sudah,0
ihh,ih,0
ojek2,ojek-ojek,0
yg,yang,0
lgsg,langsung,0
laper,lapar,0
Ni,ini,0
Ni,ini,0
jd,jadi,0
Pdhl,padahal,0
skrg,sekarang,0
udah,sudah,0
jd,jadi,0
tp,tapi,0
ga,enggak,0
yg,yang,0
ngapain,mengapai,0
ngendon,mengendon,0
aja,saja,0
beresin,membereskan,0
Kasian,kasihan,0
kyk,kayak,0
gak,enggak,0
dr,dari,0
brgkt,berangkat,0
muter2,memutar-mutar,0
naek,naik,0
nyari,mencari,0
ijinin,mengizinkan,1
gmbr,gambar,0
tgh,tengah,0
pengen,pengin,0
yg,yang,0
Lokasi2,lokasi-lokasi,0
yg,yang,0
nggak,enggak,0
Skrg,sekarang,0
jd,jadi,0
ngejilat,menjilat,0
kalo,kalau,0
anjg,anjing,0
pinter,pintar,0
mb,mbak,0
Sy,saya,0
nulis,menulis,0
yg,yang,0
jg,juga,0
nyusahin,menyusahkan,0
gak,enggak,0
pulak,pula,0
ga,enggak,0
say,sayang,0
ga,enggak,0
nemuin,menemukan,0
jgn,jangan,0
sbg,sebagai,0
krn,karena,0
pgn,pengin,0
kenapa2,kenapa-napa,0
cma,cuma,0
ga,enggak,0
bs,bisa,0
blm,belum,0
sdh,sudah,0
utk,untuk,0
brgkt,berangkat,0
muter2,memutar-mutar,0
naek,naik,0
nyari,mencari,0
jln,jalan,0
yg,yang,0
dilebarin,dilebarkan,0
tngh,tengah,0
yg,yang,0
klu,kalau,0
bln,bulan,0
Wahhhh,wah,0
kek,kayak,0
tau,tahu,0
udah,sudah,0
belon,belum,0
kuy,yuk,0
gw,gue,0
ga,enggak,0
ngerti,mengerti,0
rebu,ribu,0
yg,yang,0
yg,yang,0
Gw,gue,0
inget,ingat,0
gegara,gara-gara,0
udah,sudah,0
poto,foto,0
pidio,video,0
serem,seram,0
kpd,kepada,0
ketemuuuuu,ketemu,0
ga,enggak,0
swkali,sekali,0
sdh,sudah,0
utk,untuk,0
ga,enggak,0
nampaak,nampak,0
Ni,Ini,0
Bukak,buka,0
cyiiiiiiin,cinta,0
liwat,lewat,0
adlh,adalah,0
dr,dari,0
dn,dan,0
yg,yang,0
d,di,0
sperti,seperti,0
yg,yang,0
ak,aku,0
rasain,rasakan,0
Bilangin,membilangi,1
ngumpulin,mengumpulkan,0
klo,kalau,0
bawa2,bawa-bawa,0
aje,saja,0
aj,saja,0
aj,saja,0
ga,enggak,0
Gw,gue,0
Bernyany,bernyanyi,0
nyasar,menyasar,0
pake,pakai,0
trus,terus,0
ga,enggak,0
njir,anjir,0
GA,enggak,0
ngopi,mengopi,0
sgt,sangat,0
tinggi2,tinggi-tinggi,0
pn,pun,0
nmpak,nampak,0
dr,dari,0
gak,enggak,0
jln,jalan,0
ngalah,mengalah,0
yaa,ya,0
tetep,tetap,0
aja,saja,0
dikejer,dikejar,0
sisw,siswa,0
trus,terus,0
yg,yang,0
Dr,dari,0
sampe,sampai,0
yg,yang,0
ats,atas,0
durii,duri,0
Ni,ini,0
siap,siap-siap,0
pyh,payah,0
dduit,duit,0
woyy,woy,0
sampe,sampai,0
nunggu,menunggu,0
aja,saja,0
tanganin,menangani,0
jkt,jakarta,1
manggil,memanggil,0
kl,kalau,0
cpt,cepat,0
gini,begini,0
bagi2in,membagi-bagikan,0
bgt,banget,0
trus,terus,0
kalo,kalau,0
ckp,cakap,0
dh,sudah,0
mcm,macam,0
org,orang,0
JD,jadi,0
HRS,harus,0
aer,air,0
jg,juga,0
yg,yang,0
utk,untuk,0
kta,kata,0
Tpi,tapi,0
knpa,kenapa,0
bru,baru,0
hjn,hujan,0
bntr,bentar,0
dh,sudah,0
bgini,begini,0
Loe,lo,0
gw,gue,0
ikuutaan,ikutan,0
gak,enggak,0
tpi,tapi,0
tanganin,menangani,0
sekali2,sekali-kali,0
yg,yang,0
yg,yang,0
sampe,sampai,0
udah,sudah,0
Pengen,pengin,0
yg,yang,0
ngambek,mengambek,0
malem2,malam-malam,0
dpt,dapat,0
Hadeeeeeeeewwh,aduh,1
gak,enggak,0
berkata2,berkata-kata,0
lageeeeee,lagi,0
ngak,enggak,0
smpai,sampai,0
ditungguin,ditunggui,0
thn,tahun,0
tp,tapi,0
drpda,daripada,0
yg,yang,0
udah,sudah,0
bayangin,membayangkan,0
gak,enggak,0
kalo,kalau,0
yg,yang,0
meranin,memerankan,0
yg,yang,0
meranin,memerankan,0
berjam2,berjam-jam,0
ngeluh,mengeluh,0
Klo,kalau,0
luamayan,lumayan,0
ga,enggak,0
boros2,boros-boros,0
ato,atau,0
tetep,tetap,0
Udah,sudah,0
bener,benar,0
abang2,abang-abang,0
pake,pakai,0
dimana2,dimana-mana,1
setannnn,setan,0
ngakak,mengakak,0
ga,enggak,0
gak,enggak,0
pa2,papa,0
yg,yang,0
yg,yang,0
thd,terhadap,0
bz,bisa,0
dtg,datang,0
org,orang,0
dgn,dengan,0
aq,aku,0
yg,yang,0
klo,kalau,0
gak,enggak,0
bawa2,bawa-bawa,0
yaa,ya,0
klean,kalian,0
krn,karena,0
ngerti,mengerti,0
utk,untuk,0
males,malas,0
akhir2,akhir-akhir,0
td,tadi,0
nyampe,sampai,0
tp,tapi,0
yg,yang,0
tp,tapi,0
sm,sama,0
kemaren,kemarin,0
aja,saja,0
belom,belum,0
dilanjutin,dilanjutkan,0
diberantakin,diberantakkan,0
yg,yang,0
gini,begini,0
tar,entar,0
tu,itu,0
trus,terus,0
Jln,jalan,0
ntah,entah,0
pengen,pengin,0
nonton,menonton,0
gk,enggak,0
sbg,sebagai,0
pkl,pukul,0
pengen,pengin,0
nonton,menonton,0
tp,tapi,0
org,orang,0
rupanyaaa,rupanya,0
ga,enggak,0
say,sayang,0
nemuin,menemukan,0
seolah2,seolah-olah,0
mrk,mereka,0
Cepet,cepat,0
denger,dengar,0
sabarr,sabar,0
ko,kok,0
ga,enggak,0
ngerti,mengerti,0
nyerah,menyerah,0
dg,dengan,0
udah,sudah,0
kuy,yuk,0
tanda2,tanda-tanda,0
kuy,yuk,0
sm,sama,0
Ngakak,mengakak,0
sampe,sampai,0
w,gue,0
tp,tapi,0
w,gue,0
nopel,novel,0
ngecilin,mengecilkan,0
yaaa,ya,0
biasaaaaahhh,biasa,0
terusssss,terus,0
kl,kalau,0
cpt,cepat,0
liat,lihat,0
jamuuuuuuuuuuuuuuuuu,jamu,0
pulak,pula,0
SY,saya,0
kalii,kali,0
ngeriiii,ngeri,0
bgt,banget,0
udah,sudah,0
ngesot2,mengesot,0
ga,enggak,0
lahh,lah,0
sepedah,sepeda,0
bener,benar,0
yg,yang,0
yg,yang,0
tau,tahu,0
gk,enggak,0
ga,enggak,0
ga,enggak,0
nyebrang,menyebrang,0
Nyebrang,menyebrang,0
tp,tapi,0
sengajain,menyengajakan,0
joget2,joget-joget,0
yg,yang,0
ngeluncur,meluncur,0
pake,pakai,0
lg,lagi,0
maceeeeet,macet,0
mlm,malam,0
dgn,dengan,0
Yg,yang,0
ngecek,mengecek,0
Bantuin,membantu,1
skrng,sekarang,0
dh,sudah,0
Ga,enggak,0
hy,hai,1
menuhi,memenuhi,0
udh,sudah,0
pd,pada,0
numpang,menumpang,0
nginap,menginap,0
wrg,warga,0
tuntasin,tuntaskan,0
siapin,siapkan,0
liat,lihat,0
kerendem,terendam,1
kipasin,mengipasi,1
dongs,dong,0
liat,lihat,0
cowo,cowok,0
SAYANGGGG,sayang,0
Smoga,semoga,0
dlm,dalam,0
lingdungan,lindungan,0
rame2,ramai-ramai,0
GAK,enggak,0
YG,yang,0
NEKO2,neko-neko,0
AJA,saja,0
YG,yang,0
yg,yang,0
persiapaan,persiapan,0
kalii,kali,0
udah,sudah,0
ga,enggak,0
ngegendong,menggendong,0
lama2,lama-lama,0
yg,yang,0
dr,dari,0
jkt,jakarta,1
krn,karena,0
ga,enggak,0
bener,benar,0
ngurus,mengurus,0
dateng,datang,0
Udah,sudah,0
kalo,kalau,0
paraaah,parah,0
palagi,apalagi,0
ngeriiiii,ngeri,0
Naseb,nasib,0
Yak,ya,1
Mo,mau,0
guwa,gua,0
udah,sudah,0
jgn,jangan,0
ngabur,kabur,1
nnti,nanti,0
milih,memilih,0
benar2,benar-benar,0
dipengenin,diingini,1
skrg,sekarang,0
jd,jadi,0
gak,enggak,0
buru2,buru-buru,0
beresin,membereskan,0
Gak,enggak,0
ngawang,mengawang,0
ngawang,mengawang,0
gak,enggak,0
yg,yang,0
dikerjain,dikerjakan,0
nerjang,menerjang,0
unt,untuk,0
yg,yang,0
thn,tahun,0
blm,belum,0
batalin,membatalkan,0
udah,sudah,0
dipesen,dipesan,0
aja,saja,0
sampe,sampai,0
donk,dong,0
optimalin,optimalkan,0
bawak,bawa,0
pakaii,pakai,0
ga,enggak,0
ngerasain,merasakan,0
yg,yang,0
ni,ini,0
yg,yang,0
yg,yang,0
nganggep,menganggap,0
yah,ya,0
emang,memang,0
manggil,memanggil,0
Jkt,jakarta,1
Bdg,bandung,1
serem,seram,0
nongool,nongol,0
krn,karena,0
yg,yang,0
uda,sudah,0
nyalahin,menyalahkan,0
ujan,hujan,0
taun,tahun,0
blum,belum,0
nyanyiin,menyanyikan,0
lagu2,lagu-lagu,0
yg,yang,0
Amien,amin,0
Udh,sudah,0
tenang2,tenang-tenang,0
banjiiirrr,banjir,0
lg,lagi,0
masi,masih,0
yg,yang,0
klean,kalian,0
ga,enggak,0
liat,lihat,0
mba,mbak,0
jt,juta,0
jatoh,jatuh,0
Rawa,rawa-rawa,0
semuanyaaa,semuanya,0
MERAAAAHHHH,merah,0
kzl,kesal,0
mo,mau,0
kyk,kayak,0
gini,begini,0
waktu2nya,waktu-waktunya,0
Udah,sudah,0
yg,yang,0
untk,untuk,0
Dgnnya,dengannya,0
byk,banyak,0
yg,yang,0
blm,belum,0
jugak,juga,0
sampe,sampai,0
emang,memang,0
yg,yang,0
nginep,menginap,0
Banjirrrrrr,banjir,0
nyelutuk,menyeletuk,0
teriak,teriak-teriak,0
dlm,dalam,0
pd,pada,0
udah,sudah,0
Yu,yuk,0
antree,antre,0
dlm,dalam,0
lgi,lagi,0
kluar,keluar,0
gwe,gue,0
gwe,gue,0
becanda,bercanda,0
apus,hapus,0
Gak,enggak,0
tau,tahu,0
skrg,sekarang,0
udah,sudah,0
dh,sudah,0
nyampe,sampai,0
nyetir,menyetir,0
waahh,wah,0
bawa2,bawa-bawa,0
orang2,orang-orang,0
yg,yang,0
bapak2,bapak-bapak,0
ngarahin,mengarahkan,0
nunggu,menunggu,0
BGT,banget,0
GT,begitu,0
kl,kalau,0
sgt,sangat,0
marah2,marah-marah,0
tu,itu,0
nggak,enggak,0
tau,tahu,0
kalo,kalau,0
ajah,saja,0
tp,tapi,0
yg,yang,0
bkn,bukan,0
utk,untuk,0
cobak,coba,0
minta,meminta,0
lgi,lagi,0
jgn,jangan,0
nonton,menonton,0
ngga,enggak,0
Ga,enggak,0
ngerasain,merasakan,0
nerobos,menerobos,0
sampe,sampai,0
ngelihat,melihat,0
gak,enggak,0
yg,yang,0
ikutin,mengikuti,0
Padaha,padahal,0
nk,enak,0
neh,nih,0
kecik,kecil,0
pastu,pasti,0
dgn,dengan,0
sepii,sepi,0
ak,aku,0
Pdhal,padahal,0
gt,begitu,0
yg,yang,0
dpt,dapat,0
udah,sudah,0
cantik2,cantik-cantik,0
dpt,dapat,0
mcm,macam,0
ni,ini,0
yg,yang,0
bakalann,bakalan,0
bener2,benar-benar,0
nonton,menonton,0
Krn,karena,0
puter,putar,0
sampe,sampai,0
uda,sudah,0
bertahun2,bertahun-tahun,0
gak,enggak,0
kalo,kalau,0
Pengen,pengin,0
tp,tapi,0
udah,sudah,0
d,di,0
ngisi,mengisi,0
g,enggak,0
ga,enggak,0
yg,yang,0
Nyinyir,menyinyir,0
org,orang,0
yg,yang,0
tkut,takut,0
ga,enggak,0
yahh,ya,0
aja,saja,0
yg,yang,0
skrg,sekarang,0
lg,lagi,0
untk,untuk,0
Abg,abang,0
ni,ini,0
dri,dari,0
smpai,sampai,0
tetep,tetap,0
jd,jadi,0
Dikerjain,dikerjakan,0
Tp,tapi,0
ngasih,mengasih,0
tp,tapi,0
ga,enggak,0
tgh,tengah,0
g,enggak,0
mcm,macam,0
btul2,betul-betul,0
curi2,curi-curi,0
dngar,dengar,0
Sya,saya,0
yg,yang,0
Nyetir,menyetir,0
nahan,menahan,0
sepqnjang,sepanjang,0
ngatasi,mengatasi,0
ko,kok,0
skarang,sekarang,0
kewajiban2nya,kewajiban-kewajibannya,0
masing2,masing-masing,0
emg,memang,0
sm,sama,0
yg,yang,0
sm,sama,0
tp,tapi,0
knp,kenapa,0
yg,yang,0
deketin,mendekati,0
macet2nya,macet-macetnya,0
jkt,jakarta,1
kalo,kalau,0
abis,habis,0
ujan,hujan,0
trs,terus,0
nyeritain,menceritakan,0
pegimane,bagaimana,0
pakk,pak,0
gomvalannya,gombalannya,0
mantao,mantap,0
jiwah,jiwa,0
ga,enggak,0
milih,memilih,0
inget,ingat,0
emg,memang,0
ap,apa,0
ayoo,ayo,0
ceritain,ceritakan,0
nonton,menonton,0
niih,nih,0
gak,enggak,0
org,orang,0
ngirimnya,mengirimnya,0
km,kamu,0
ngehalangin,menghalangi,0
dikirain,dikira,1
yg,yang,0
bener,benar,0
nunggu,menunggu,0
gila2,gila-gila,0
gub,gubernur,1
sdh,sudah,0
gk,enggak,0
btggjwb,bertanggungjawab,0
tp,tapi,0
msh,masih,0
nyerah,menyerah,0
pdhl,padahal,0
bkn,bukan,0
gak,enggak,0
kecepetan,kecepatan,0
ama,sama,0
udh,sudah,0
ksana,kesana,1
ksini,kesini,1
gak,enggak,0
gak,enggak,0
nyari,mencari,0
nerobosss,menerobos,0
kereennn,keren,0
nerobos,menerobos,0
ati,hati,0
mlulu,melulu,0
w,gue,0
Seneng,senang,0
gara2,gara-gara,0
dinikahin,dinikahi,1
bodo,bodoh,1
msuk,masuk,0
xbg,sebagai,0
org,orang,0
mrah,marah,0
org,orang,0
bg,bagi,0
capee,cape,0
tngh,tengah,0
yg,yang,0
puter,putar,0
kalo,kalau,0
kebnyakan,kebanyakan,0
dgn,dengan,0
tpi,tapi,0
msh,masih,0
blm,belum,0
begadaangg,begadang,0
sampe,sampai,0
dr,dari,0
udah,sudah,0
tau,tahu,0
seneng,senang,0
jgn,jangan,0
orang2,orang-orang,0
sni,sini,0
gak,enggak,0
yg,yang,0
skrg,sekarang,0
gimana,bagaimana,0
yg,yang,0
dgr,dengar,0
orang2,orang-orang,0
gub,gubernur,1
Yg,yang,0
tenggelem,tenggelam,0
ajah,saja,0
gw,gue,0
uda,sudah,0
sampe,sampai,0
nyerah,menyerah,0
ituh,itu,0
yg,yang,0
benar2,benar-benar,0
nmpak,nampak,0
kereetaa,kereta,0
yg,yang,0
utk,untuk,0
gak,enggak,0
tolooongggg,tolong,0
aja,saja,0
tetep,tetap,0
yg,yang,0
nyuksesin,menyukseskan,0
pulak,pula,0
kocyaaak,kocak,0
yg,yang,0
ampuun,ampun,1
nonton,menonton,0
belom,belum,0
sampe,sampai,0
dgn,dengan,0
blm,belum,0
sampe,sampai,0
memuji2,memuji-muji,1
yg,yang,0
nonton,menonton,0
gak,enggak,0
beranteem,berantem,0
ngurus,mengurus,0
Mgkn,mungkin,0
kluarga,keluarga,0
org,orang,0
ga,enggak,0
smua,semua,0
org,orang,0
ngungkapin,mengungkapkan,0
karna,karena,0
yg,yang,0
nyamar,menyamar,0
yg,yang,0
tdk,tidak,0
trhdp,terhadap,0
ga,enggak,0
gak,enggak,0
yg,yang,0
nyinyirin,nyinyir,1
yg,yang,0
gak,enggak,0
pnya,punya,0
yg,yang,0
pake,pakai,0
dannn,dan,0
bohongin,membohongi,0
Bkn,bukan,0
msk,masuk,0
k,ke,0
dlm,dalam,0
krn,karena,0
gak,enggak,0
ni,nih,0
gegara,gara-gara,0
